Ticket ID,Customer Name,Product Purchased,Ticket Type,Ticket Subject,Ticket Description,Customer Satisfaction Rating
2549,Customer,AmazonHelp,Support inquiry,"@AmazonHelp Just now, don't use Amazon much so didn't know t","CONVERSATION HISTORY:
Customer: @AmazonHelp Hi, I ordered an item on 18 Oct which said it would be delivered by 20 Oct and I still haven't received it. Can you help? Thanks
Agent: @116314 I'm sorry you haven't received it yet! Have you had an e-mail regarding the order? Please check junk/spam and let us know! ^TG
Customer: @AmazonHelp Yeah I sent you a DM too. Had an email saying when it had been dispatched but nothing since.
Agent: @116314 We're unable to view any account information via Twitter. What's the current tracking shown here: https://t.co/aaDyEz1VgE? ^AG
Customer: @AmazonHelp Wasn't tracked as sent via Royal Mail. I've emailed the seller.
Agent: @116314 How long has it been since you've e-mailed the seller? ^TR

CURRENT MESSAGE:
@AmazonHelp Just now, don't use Amazon much so didn't know the process if you don't receive an item",
2553,Customer,AmazonHelp,Support inquiry,"@AmazonHelp I'm learning German, so I don't really mind betw","CONVERSATION HISTORY:
Customer: @116316 Hi. How can I restrict results to German language books, while searching titles on amazon.de?
Agent: @116315 Hi, just a question at the beginning - do you prefer answers in German or English? ^NW

CURRENT MESSAGE:
@AmazonHelp I'm learning German, so I don't really mind between German/English. If I have to choose, I say German.",
2559,Customer,AmazonHelp,Support inquiry,@AmazonHelp I allowed it well past 8 PM. I was never notifie,"CONVERSATION HISTORY:
Customer: @AmazonHelp hello, I’m having an issue with a same day ship order.  Can you help me?
Agent: @116317 Hello! We'd love to help. Can you tell us a bit more about what's happening? ^EB
Customer: @AmazonHelp I made a same day ship mid Monday and it said it would deliver that day. It didn’t. Today it still says out for delivery, still no show.
Agent: @116317 I'm so sorry for the late delivery, Kimmie! Our carriers can deliver until 8 PM, please keep us updated on its arrival. ^BE

CURRENT MESSAGE:
@AmazonHelp I allowed it well past 8 PM. I was never notified about any other delays",
2577,Customer,AmazonHelp,Support inquiry,"@AmazonHelp yes i did,but amazonuk is not doing the refund p","CONVERSATION HISTORY:
Customer: @115830 amazonuk took money without any https://t.co/w25zXi7DYp they are not giving it back nor giving clear statement of my refund proces
Agent: @116321 I'm sorry for the frustration! Without giving personal/account details, could you tell us a bit more about what's going on? ^DG
Customer: @AmazonHelp and redund issued on 13th https://t.co/1uydlorGCp no sing of my money and amazonuk just saying its in the billing department.no signof devlp
Agent: @116321 When you last contacted us what information did we provide? Have you spoken with your bank to see if they have the refund? ^LR
Customer: @AmazonHelp i mailed amazonuk so many time. but i havent got any progress.customer care just saying thats in the billing section.no i havent got refund
Agent: @116321 Have you had a chance to speak with your bank regarding the refund? ^EA

CURRENT MESSAGE:
@AmazonHelp yes i did,but amazonuk is not doing the refund process.if they do it .i will get the money",
2580,Customer,AmazonHelp,Support inquiry,"@AmazonHelp I've been in the prime queue, kindle queue, the ","CONVERSATION HISTORY:
Customer: the @amazonhelp queue is clueless on Amazon Household
Agent: @116322 I'm sorry for the frustration! Without giving account/personal details, can you please provide us with more info? ^AC
Customer: @AmazonHelp legacy ""shared prime benefits"" account trying to join an amazon household of the prim. account holder to share echo and set up voice profile

CURRENT MESSAGE:
@AmazonHelp I've been in the prime queue, kindle queue, the echo queue, and now on hold again.",
2586,Customer,AmazonHelp,Support inquiry,@AmazonHelp Well ok but @116324 said it’s been dlvd so I can,"CONVERSATION HISTORY:
Customer: @116324 not dlvd after 1 wk. U lied 2 @AmazonHelp saying left in safe place on Fri. Yesterday u said wld be dlvd 24-48hrs. Sort this now!
Agent: @116323 I'm sorry your order hasn't arrived yet! Please let us know if you haven't received it within 48 hours. ^EB

CURRENT MESSAGE:
@AmazonHelp Well ok but @116324 said it’s been dlvd so I can’t see how they will bother to deliver it now! I think they have washed their hands of it",
2602,Customer,AmazonHelp,Support inquiry,@AmazonHelp I have made many calls to Amazon CS. No resoluti,"CONVERSATION HISTORY:
Customer: Rapidly losing faith in @115821 and their #esl CS ability to solve problems. No resolutions or follow ups.
Agent: @116325 Sorry for the poor experience. Without giving any account information, could you tell us what's going on? We'd love top help! ^MH
Customer: @AmazonHelp Multiple calls to call amazon call center with zero resolution and never a promised call back.
Agent: @116325 Can you tell us what insight / advice was provided with when you spoke with us last? We'd like to help if we can. ^BG
Customer: @AmazonHelp Want to speak to someone at corp to address these issues.
Agent: @116325 Have you tried deleting the card from the account and re-adding it? Have you reached out to USPS about these deliveries? ^AF https://t.co/1XyLaGkcaN
Customer: @AmazonHelp No on the card. It works only half the time. Yes on USPS. They say my delivery person won’t deliver anything over 30 lbs. just sends it back
Agent: @116325 We'd like another chance to look into this. Please reach out by phone or chat: https://t.co/hApLpMlfHN

Please keep us updated. ^FJ

CURRENT MESSAGE:
@AmazonHelp I have made many calls to Amazon CS. No resolution. Now what? Member since ‘98. Need corporate involved.",
2613,Customer,AppleSupport,Support inquiry,@AppleSupport $100 billion says that solves my problem? I’m ,"CONVERSATION HISTORY:
Customer: Cupertino, we have a problem. .@115858 .@116333 .@AppleSupport .@190 https://t.co/ImMcJ8QsTM
Agent: @116332 We'd like to see what we can do to assist. What version of iOS are you currently running? We released iOS 11.1 today.

CURRENT MESSAGE:
@AppleSupport $100 billion says that solves my problem? I’m on 11.0.3 currently. Hold please.",
2616,Customer,AppleSupport,Support inquiry,"@AppleSupport Yes, after the update. I Phone 7","CONVERSATION HISTORY:
Customer: @AppleSupport why is my battery life short? I updated to 11.1, my battery is poor. Wife didn’t she likes her battery life
Agent: @116334 Let’s work together on this situation. To clarify, did this start after updating to iOS 11.1? Also, which device are you using?

CURRENT MESSAGE:
@AppleSupport Yes, after the update. I Phone 7",
2620,Customer,AppleSupport,Support inquiry,@AppleSupport But this does not show the music stored on my ,"CONVERSATION HISTORY:
Customer: @AppleSupport watchOs4 made my watch pointless Browsing music on my phone via the watch was 80% reason for buying it now it’s useless.
Agent: @116335 You should still be able to control Music on your iPhone from the watch. Check out the user guide here: https://t.co/vRQnmrhVHj

CURRENT MESSAGE:
@AppleSupport But this does not show the music stored on my phone like it did in os3. I do not want to store music on my phone.",
2628,Customer,AppleSupport,Support inquiry,@AppleSupport iOS 11.1 it’s been getting worse for a few mon,"CONVERSATION HISTORY:
Customer: Question- @249 @115858 my iPhone6 dies very quick (have to charge it 3 times a day) my iPhone5 battery was faulty. Could this be the same?
Agent: @116337 We know how important your battery is &amp; we'll be happy to help. Which iOS version are you using? Also, when did this issue begin?

CURRENT MESSAGE:
@AppleSupport iOS 11.1 it’s been getting worse for a few months now",
2632,Customer,AppleSupport,Support inquiry,"@AppleSupport iPhone 7+, iOS 11.1","CONVERSATION HISTORY:
Customer: And why is my music NEVER in my control center?! @AppleSupport
Agent: @116338 We're here to help out! Which device is this on and which version of iOS is currently installed?

CURRENT MESSAGE:
@AppleSupport iPhone 7+, iOS 11.1",
2640,Customer,AppleSupport,Support inquiry,"@AppleSupport Hi, I plugged an adapter straight into the tra","CONVERSATION HISTORY:
Customer: @AppleSupport hi, I have a problem with my macbook pro, it won't turn on, I think it might be the charger but not sure. Is there a...
Customer: @AppleSupport ...cost for sending in for diagnosing a problem if it's out of warranty?
Agent: @116340 We can help. Let’s start with the following steps to see if we can save you a trip in for service: https://t.co/RqWW0duJ0U

CURRENT MESSAGE:
@AppleSupport Hi, I plugged an adapter straight into the transformer and it still didn't charger. The charger LED does not light up either.",
2645,Customer,AppleSupport,Support inquiry,"@AppleSupport When you roll the month, it does not appear an","CONVERSATION HISTORY:
Customer: @115858 when will the bug in the calendar app be fixed? I upgraded to iOS 11.1 and it still crashes when iOS 11.03
Agent: @116342 We'd like to help. What is going on with the app?

CURRENT MESSAGE:
@AppleSupport When you roll the month, it does not appear and hangs",
2656,Customer,AppleSupport,Support inquiry,@AppleSupport 11.0.3,"CONVERSATION HISTORY:
Customer: My iPhone has erased and re-added emails dating back from 2013 til now twice in the past 24 hours. Wth??? @AppleSupport
Agent: @116345 We'll be happy to look into this with you. To clarify, which iPhone model do you have and what's the exact iOS version?
Customer: @AppleSupport newest version of iOS and iPhone 7
Agent: @116345 Since we just released iOS 11.1 today, can you clarify which exact version you have installed?

CURRENT MESSAGE:
@AppleSupport 11.0.3",
2666,Customer,AppleSupport,Support inquiry,@AppleSupport Yes,"CONVERSATION HISTORY:
Customer: I keep getting this error message saying “the item can’t be played” and idk how to fix it... @115948 @AppleSupport
Agent: @116348 We'd like to look into this with you. Does the song appear to be greyed out?

CURRENT MESSAGE:
@AppleSupport Yes",
2676,Customer,AppleSupport,Support inquiry,@AppleSupport I did,"CONVERSATION HISTORY:
Customer: @AppleSupport HELP ME. I have a problem with my iPhone 7😑
Agent: @116349 We're happy to help. What seems to be the problem?
Customer: @AppleSupport See how it says searching at the top instead of giving me signal?.....I’ve been dealing with that for 2 weeks and sprint did everything https://t.co/iB0NsSeL1G
Customer: @AppleSupport They could nothing worked. I went into the Apple store in lynnwood, and the guy tried to charge me for a replacement phone although it’s an
Customer: @AppleSupport Internal problem. Any suggestions on how to help? Im not paying for a new phone because I didn’t cause the damage.
Customer: @AppleSupport @AppleSupport ^^check this out
Agent: @116349 Send us a DM please and we will go from there. https://t.co/GDrqU22YpT

CURRENT MESSAGE:
@AppleSupport I did",
2682,Customer,AppleSupport,Support inquiry,@AppleSupport It’s sorted. Thanks. iOS update needed a chang,"CONVERSATION HISTORY:
Customer: @AppleSupport ios 11.0.3 on 6s. Cannot adjust alarm volume so waking up all in my house and neighbours despite ringer being set to minimum!
Agent: @116351 We'd love to help with your alarm volume. Is the option to ""Change with Buttons"" disabled under Settings &gt; Sounds?

CURRENT MESSAGE:
@AppleSupport It’s sorted. Thanks. iOS update needed a change and hard reboot",
2689,Customer,CoxHelp,Support inquiry,@CoxHelp Thank you. Will post results,"CONVERSATION HISTORY:
Customer: @CoxHelp I continually give you guys the benefit of the doubt, but I’m paying for (yes I know, UP TO 100mbps down) and I’m getting 8! I need this fixed. Like yesterday.
Agent: @116354 Hi, I definitely understand your concern. I'm showing a good signal from here, are you checking the connection wired or wireless?  -Dee
Customer: @CoxHelp Both. 18 down and 17 up, wired. And 8 down and 7 up wireless
Agent: @116354 Hi, at this moment I am not showing any reported issues in your area.  I pinged your modem several times and I'm not showing any packet loss. Is it alright if I send a refresh to your equipment? If so, please let me know when it will be a good time send the signal.  -Mary
Customer: @CoxHelp You may
Agent: @116354 I've sent the refresh to your WiFi modem.  It may take up to 10 minutes for it to reload.  Please run a speed test on the hardwired connection once you're back online and share your results.  -Mary
Customer: @CoxHelp And here is my speed hardwired. I realize you guys say speeds UP TO a certain amount but if I’m paying for that amount, I shouldn’t be getting 8 or 9 download. This is outrageous. I pay for up to 100 I believe. Why can’t I even get half of that?! https://t.co/SVLMci7wmJ
Agent: @116354 Hi, while hardwired to your equipment, are you able to sign into your account online at https://t.co/EZ0KeJDO3Z and perform a speed test so that we can analyze it from here? -Renee
Customer: @CoxHelp I’m trying to do it via what i have set up but I don’t have a computer. I might be able to. Hang tight
Agent: @116354 Sure thing, let us know the results.  -Latitia
Customer: @CoxHelp So, as you can see something is clearly up. I actually found out I’m paying for up to 300mbps download and I’ve not even hit over 100 yet. https://t.co/iGbzc18mZL
Agent: @116354 one that is at least one that is a CAT5e or CAT6. Anything less would not be able to go faster than 100. - Brian
Customer: @CoxHelp @CoxHelp any reason why I’m not even hitting 100? What do I have to do to get this resolved? I’m obviously not even getting a third of what I pay for.
Agent: @116354 Do you have a wired device with a gigabit Ethernet port you can try connecting to the modem and testing with? -Chris
Customer: @CoxHelp Unfortunately, I only have the Ethernet cable I was provided through Cox.
Agent: @116354 I was referring to your devices and not the cord.  You should be able to use the same cord for this test. -Chris
Customer: @CoxHelp I’ve run the test across multiple platforms. I have a technician coming out to resolve the issue as the packet loss is incredibly high
Agent: @116354 Do you have any trace routes showing the packet loss? -Chris
Customer: @CoxHelp The associate I spoke with does
Agent: @116354 I was not able to find that information in the previous conversation.  Would you be able to provide the trace routes in a DM?  I am not seeing any signal issues to the modem. ~Derrick
Customer: @CoxHelp There’s definitely an issue. I’ve run multiple tests across Cox, Speed test, and ookla. I’m getting around 11-18 download. As for the trace routes, the associate I spoke with on the phone may be able to provide that. But I’m not getting anywhere near 300 down
Agent: @116354 Hi there, I am glad that you scheduled a technician to further investigate your issue.  It is difficult to diagnose your issue remotely.  Please let us know the results after the technician visits.   -Latitia

CURRENT MESSAGE:
@CoxHelp Thank you. Will post results",
